"Code","Primary Role Name","Geographic Local Authority Name"
"NR514","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"RYX","NHS TRUST","CITY OF WESTMINSTER"
"NR527","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR507","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR508","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR510","INDEPENDENT SECTOR H/C PROVIDER SITE","DEVON COUNTY COUNCIL"
"NR511","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR512","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR515","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NR518","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"RJ2","NHS TRUST","LONDON BOROUGH OF LEWISHAM"
"RGT","NHS TRUST","CAMBRIDGESHIRE COUNTY COUNCIL"
"RGN","NHS TRUST","PETERBOROUGH CITY COUNCIL"
"RFS","NHS TRUST","DERBYSHIRE COUNTY COUNCIL"
"RF4","NHS TRUST","LONDON BOROUGH OF HAVERING"
"RQ3","NHS TRUST","BIRMINGHAM CITY COUNCIL"
"RNQ","NHS TRUST","NORTH NORTHAMPTONSHIRE COUNCIL"
"RN3","NHS TRUST","SWINDON BOROUGH COUNCIL"
"RXR","NHS TRUST","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"RXL","NHS TRUST","BLACKPOOL BOROUGH COUNCIL"
"RX3","NHS TRUST","DARLINGTON BOROUGH COUNCIL"
"RVW","NHS TRUST","HARTLEPOOL BOROUGH COUNCIL"
"NL837","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NL838","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NL839","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NLW04","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW05","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW06","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW08","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW09","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW14","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW15","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW16","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW17","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW19","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW21","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW22","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW23","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLY02","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NLY03","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NLW25","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW26","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW30","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW28","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW27","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NLW29","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NLW31","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW32","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW33","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW34","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW35","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW36","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW37","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLT02","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLW38","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW40","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW42","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW44","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW45","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW46","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLW48","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NLT03","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT04","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT05","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT06","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT07","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT08","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT09","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT10","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT11","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NXX27","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NXX29","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"RCF","NHS TRUST","CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL"
"NYN09","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NYN11","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NYN12","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NYN13","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NYN14","INDEPENDENT SECTOR H/C PROVIDER SITE","SHROPSHIRE COUNCIL"
"NYN16","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NYN15","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NYN17","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NNF70","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NNF71","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NV185","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NV183","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SUTTON"
"NV186","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HAMMERSMITH & FULHAM"
"NV187","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"NV188","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"NV184","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NXE01","INDEPENDENT SECTOR H/C PROVIDER SITE","WOKINGHAM BOROUGH COUNCIL"
"NXF01","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXF02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BEXLEY"
"NXF03","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXF04","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF GREENWICH"
"NXF05","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"RXF","NHS TRUST","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NLH01","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NLH02","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NLH03","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NLH04","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NLH05","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"NX108","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"NX109","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST BERKSHIRE COUNCIL"
"NX110","INDEPENDENT SECTOR H/C PROVIDER SITE","WOKINGHAM BOROUGH COUNCIL"
"NX111","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"NX113","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARROW"
"NNL01","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"RKB","NHS TRUST","COVENTRY CITY COUNCIL"
"NT147","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NYQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYR01","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NXX08","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"RP7","NHS TRUST","LINCOLNSHIRE COUNTY COUNCIL"
"NYT01","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT03","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT05","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT02","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT04","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT06","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT07","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT08","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT09","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NYT10","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"NVY02","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NVY03","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NDA51","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NDA52","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NDA53","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NDA54","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"RXA","NHS TRUST","CHESHIRE WEST AND CHESTER COUNCIL"
"NT4D3","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NCL02","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"NCL01","INDEPENDENT SECTOR H/C PROVIDER SITE","PLYMOUTH CITY COUNCIL"
"NL401","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NDA02","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NDA03","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NYN32","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NQ115","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NV1K0","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF REDBRIDGE"
"NXP15","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"RX6","NHS TRUST","NEWCASTLE CITY COUNCIL"
"NAA12","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NLN01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NDP02","INDEPENDENT SECTOR H/C PROVIDER SITE","SUFFOLK COUNTY COUNCIL"
"NPG02","INDEPENDENT SECTOR H/C PROVIDER SITE","WIRRAL BOROUGH COUNCIL"
"NMJ03","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NDA01","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NT361","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST SUSSEX COUNTY COUNCIL"
"NV320","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBY CITY COUNCIL"
"NV321","INDEPENDENT SECTOR H/C PROVIDER SITE","DORSET COUNCIL"
"NV322","INDEPENDENT SECTOR H/C PROVIDER SITE","SOMERSET COUNCIL"
"NLT20","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NX212","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NYA01","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST NORTHAMPTONSHIRE COUNCIL"
"NYA02","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NYA03","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NT938","INDEPENDENT SECTOR H/C PROVIDER SITE","OXFORDSHIRE COUNTY COUNCIL"
"NT939","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NT941","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NT942","INDEPENDENT SECTOR H/C PROVIDER SITE","HARTLEPOOL BOROUGH COUNCIL"
"NV901","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NYL01","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST NORTHAMPTONSHIRE COUNCIL"
"NV302","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NTM18","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NN601","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NN701","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NN801","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NN802","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NN901","INDEPENDENT SECTOR H/C PROVIDER SITE","DORSET COUNCIL"
"NN902","INDEPENDENT SECTOR H/C PROVIDER SITE","DORSET COUNCIL"
"NT4C8","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NT4C9","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"NYE01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF TOWER HAMLETS"
"NYK01","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"RPA","NHS TRUST","MEDWAY COUNCIL"
"NYR03","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"NTV01","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV02","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTV03","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTA07","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAMSHIRE COUNTY COUNCIL"
"NVF02","INDEPENDENT SECTOR H/C PROVIDER SITE","BLACKPOOL BOROUGH COUNCIL"
"NQA05","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NMG02","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH TYNESIDE COUNCIL"
"NMG04","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NMG01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH TYNESIDE COUNCIL"
"NMG05","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NMG09","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTHUMBERLAND COUNTY COUNCIL"
"NMH01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NDK01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH EAST LINCOLNSHIRE COUNCIL"
"NP101","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NP102","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NVX02","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NVX03","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NVX04","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NVX05","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NVX01","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NV7C1","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"RVY","NHS TRUST","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NT4W1","INDEPENDENT SECTOR H/C PROVIDER SITE","CARMARTHENSHIRE UA"
"NT202","INDEPENDENT SECTOR H/C PROVIDER SITE","BCP COUNCIL"
"NT204","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NT205","INDEPENDENT SECTOR H/C PROVIDER SITE","BRIGHTON AND HOVE CITY COUNCIL"
"NT206","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NT207","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NT209","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NT211","INDEPENDENT SECTOR H/C PROVIDER SITE","GLOUCESTERSHIRE COUNTY COUNCIL"
"NLT12","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT13","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT14","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT15","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT16","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT17","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT18","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NLT19","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NT4D1","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NQTX0","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NWX07","INDEPENDENT SECTOR H/C PROVIDER SITE","BRIGHTON AND HOVE CITY COUNCIL"
"NV306","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NV1J8","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NV1J9","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HAVERING"
"NCG01","INDEPENDENT SECTOR H/C PROVIDER SITE","BLACKPOOL BOROUGH COUNCIL"
"NCG03","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NCG04","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NCG05","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NCG02","INDEPENDENT SECTOR H/C PROVIDER SITE","KNOWSLEY METROPOLITAN BOROUGH COUNCIL"
"NX142","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"NX144","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NX146","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NX101","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NX143","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NLY04","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NLY05","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NLY06","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NLY08","INDEPENDENT SECTOR H/C PROVIDER SITE","SWINDON BOROUGH COUNCIL"
"NNF76","INDEPENDENT SECTOR H/C PROVIDER SITE","HULL CITY COUNCIL"
"NTP86","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NTP87","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NTP88","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"NTP89","INDEPENDENT SECTOR H/C PROVIDER SITE","CHESHIRE EAST COUNCIL"
"NCP02","INDEPENDENT SECTOR H/C PROVIDER SITE","MILTON KEYNES COUNCIL"
"NCP01","INDEPENDENT SECTOR H/C PROVIDER SITE","BLACKBURN WITH DARWEN BOROUGH COUNCIL"
"NTP85","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"RD1","NHS TRUST","BATH AND NORTH EAST SOMERSET COUNCIL"
"NV1G2","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NPY01","INDEPENDENT SECTOR H/C PROVIDER SITE","VALE OF GLAMORGAN UA"
"NPY02","INDEPENDENT SECTOR H/C PROVIDER SITE","VALE OF GLAMORGAN UA"
"RXP","NHS TRUST","DARLINGTON BOROUGH COUNCIL"
"NQTF3","INDEPENDENT SECTOR H/C PROVIDER SITE","DARLINGTON BOROUGH COUNCIL"
"NX213","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NX214","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NV1G1","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NVL06","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NQV02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BROMLEY"
"NQ102","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ103","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ104","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ105","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ106","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ107","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ108","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ109","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ110","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NQ111","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NXP13","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NQ113","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"RAJ","NHS TRUST","SOUTHEND-ON-SEA BOROUGH COUNCIL"
"NX118","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NX119","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"NTP24","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NXP04","INDEPENDENT SECTOR H/C PROVIDER SITE","WILTSHIRE COUNCIL"
"NQD01","INDEPENDENT SECTOR H/C PROVIDER SITE","DONCASTER METROPOLITAN BOROUGH COUNCIL"
"NX216","INDEPENDENT SECTOR H/C PROVIDER SITE","DARLINGTON BOROUGH COUNCIL"
"NYN52","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NYN55","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NYN56","INDEPENDENT SECTOR H/C PROVIDER SITE","DURHAM COUNTY COUNCIL"
"NYN57","INDEPENDENT SECTOR H/C PROVIDER SITE","HARTLEPOOL BOROUGH COUNCIL"
"NYN59","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NPL01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
